family,template_id,template_name,version_number,active_version,section,capture_state,artifact_path,bytes,sha256,redacted_email_markers,redacted_phone_markers,redacted_blob_markers,redacted_embedded_image_markers
Email_Templates,15,Payment Received Email,1,true,source,full_editor_text_recaptured_via_read_only_select_all,QBench/Rescans/2026-08-16/Templates/Email_Templates/15/versions/1/source.html,28364,56aee089874be56941ec0369b26955976561dcf0a07029a6c78203009e276c8c,0,0,0,0
Email_Templates,16,Quotation Email,1,true,source,full_editor_text_recaptured_via_read_only_select_all,QBench/Rescans/2026-08-16/Templates/Email_Templates/16/versions/1/source.html,28507,2ad20b3b5b4f833042d1b38202eb0e7286dee513381bfb203159e9ebb51851f8,0,0,0,0
Email_Templates,17,Equipment Out Of Service Email,1,true,source,full_editor_text_recaptured_via_read_only_select_all,QBench/Rescans/2026-08-16/Templates/Email_Templates/17/versions/1/source.html,3173,f95ce286d99d7367886bb6de20876d024d33d8b1e83f7b51fd35c4db702269c1,0,0,0,0
Email_Templates,18,Order Request Approved Email,1,true,source,full_editor_text_recaptured_via_read_only_select_all,QBench/Rescans/2026-08-16/Templates/Email_Templates/18/versions/1/source.html,24887,eab614102a9cb9e4c7515d463187a1193b46ee994175061b0333c4343b36abf7,0,0,0,0
Email_Templates,51,Stability Due,0,false,source,empty_editor_source_captured,QBench/Rescans/2026-08-16/Templates/Email_Templates/51/versions/0/source.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,0
Invoice_Templates,40,Invoice Template Configuration,1,true,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Invoice_Templates/40/versions/1/body.html,16641,8284d0afebc841a2df990c71cab95db00c1368e910290839d36625aa8653e55a,0,0,0,0
Invoice_Templates,40,Invoice Template Configuration,1,true,footer,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Invoice_Templates/40/versions/1/footer.html,34,941e507f138b91e2499ab5800b7b2880d6841b84974ee43dfe6faf8a35eeb910,0,0,0,0
Invoice_Templates,40,Invoice Template Configuration,1,true,header,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Invoice_Templates/40/versions/1/header.html,560,2b25b8fe95272dcb3b3e6d6809feeec6177be5710521943c4b1da2d2f032f5bd,0,0,1,0
Label_Templates,24,Inventory Label,6,false,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Label_Templates/24/versions/6/body.html,2733,5db6d047b9197fba73076232b2203d9c48861aa50cf450481033ca444a213f48,0,0,0,0
Label_Templates,29,Equipment Label (Barcode),5,false,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Label_Templates/29/versions/5/body.html,1604,914a31d47664f9128e5da127ad5a9ae7b858e5b4b28b26b68d5207c85707db29,0,0,0,0
Label_Templates,30,Equipment Calibration,2,false,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Label_Templates/30/versions/2/body.html,306,0cc6cdcdbdd10683d733b6de245528057eaf29130e901ae2a5b803f80d92a6da,0,0,0,0
Label_Templates,32,Sample Intake Sample Label,5,false,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Label_Templates/32/versions/5/body.html,1551,5347cb2683c18ca6f2a88b8fc86fc40f1a6dfd60271e4304269f30065b99a51e,0,0,0,0
Label_Templates,33,Sample Assay Labels,3,false,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Label_Templates/33/versions/3/body.html,2425,908ef950e92e9b0f2433d813601094ca298f1e3c66d8734de47052e1bbffca93,0,0,0,0
Label_Templates,34,Location Label,4,false,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Label_Templates/34/versions/4/body.html,1594,b1452380e73309e15e14d7a0d946575e214f137b64ea30bc7f71079dc82f7d4e,0,0,0,0
Label_Templates,35,Batch Label (Barcode),3,false,body,sanitized_visible_editor_html,QBench/Rescans/2026-08-16/Templates/Label_Templates/35/versions/3/body.html,2191,2c30f781dba3c4b363df6bb775180cd3fb971fe7318aa35b379987c58114df1c,0,0,0,0
Template_Macros,27,gdxg,0,false,source,empty_editor_source_captured,QBench/Rescans/2026-08-16/Templates/Template_Macros/27/versions/0/source.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,0
