worksheet_id,worksheet_name,worksheet_type,list_status,version_id,version_number,version_status,active,selected_at_initial_capture,version_label,version_note,status_display,export_required,export_requirement_reason,export_result,artifact_path,screenshot_path,capture_method,detail_url,blocker
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,494,43,APPROVED,false,false,43 - VC - total thc - APPROVED,VC - total thc,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,488,42,APPROVED,false,false,42 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,487,41,DRAFT,false,false,41 - DRAFT,,DRAFT,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,486,40,APPROVED,false,false,40 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,478,39,APPROVED,false,false,39 - Fixed display logic - APPROVED,Fixed display logic,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,477,38,APPROVED,false,false,38 - To Fix THCV & THCVa - APPROVED,To Fix THCV & THCVa,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,476,37,APPROVED,false,false,37 - Fixed - APPROVED,Fixed,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,475,36,APPROVED,false,false,36 - Expanded config correct - APPROVED,Expanded config correct,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,474,35,APPROVED,false,false,35 - SC customization - APPROVED,SC customization,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,473,34,PENDING,false,false,34 - Expanded config fix - PENDING,Expanded config fix,PENDING Approve Reject,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,472,33,APPROVED,false,false,33 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,471,32,APPROVED,false,false,32 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,470,31,APPROVED,false,false,31 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,469,30,APPROVED,false,false,30 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,468,29,APPROVED,false,false,29 - Draft with columns exposed for QBench troubleshooting - APPROVED,Draft with columns exposed for QBench troubleshooting,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,467,28,APPROVED,false,false,28 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,466,27,OBSOLETE,false,false,27 - OBSOLETE,,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,465,26,APPROVED,false,false,26 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,464,25,OBSOLETE,false,false,25 - OBSOLETE,,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,463,24,APPROVED,false,false,24 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,462,23,APPROVED,false,false,23 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,461,22,PENDING,false,false,22 - PENDING,,PENDING Approve Reject,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,458,21,DRAFT,false,false,21 - DRAFT,,DRAFT,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,457,20,APPROVED,false,false,20 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,456,19,APPROVED,false,false,19 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,455,18,APPROVED,false,false,18 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,454,17,APPROVED,false,false,17 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,453,16,APPROVED,false,false,16 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,437,15,APPROVED,false,false,15 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,434,14,APPROVED,false,false,14 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,432,13,DRAFT,false,false,13 - DRAFT,,DRAFT,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,406,12,APPROVED,false,false,12 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,399,11,APPROVED,false,false,11 - VC- test background - APPROVED,VC- test background,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,338,10,APPROVED,false,false,10 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,309,9,APPROVED,false,false,9 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,308,8,APPROVED,false,false,8 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,276,7,APPROVED,false,false,7 - VC - 4/20/26 fixed KV store final - APPROVED,VC - 4/20/26 fixed KV store final,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,275,6,APPROVED,false,false,6 - VC test - APPROVED,VC test,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,274,5,APPROVED,false,false,5 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,273,4,APPROVED,false,false,4 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,272,3,APPROVED,false,false,3 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,252,2,APPROVED,false,false,2 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
8,Cannabinoid Potency [Test] Worksheet,Dynamic Spreadsheet,Active,10,1,REJECTED,false,false,1 - VC-2/18/26 - REJECTED,VC-2/18/26,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=8,
39,Cannabinoid Potency {Protocol WS} Calculations and Reporting of Results,Dynamic Spreadsheet,Active,551,7,APPROVED,true,true,7 - APPROVED (ACTIVE),,APPROVED Active since 05/29/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=39,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
39,Cannabinoid Potency {Protocol WS} Calculations and Reporting of Results,Dynamic Spreadsheet,Active,550,6,APPROVED,false,false,6 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=39,
39,Cannabinoid Potency {Protocol WS} Calculations and Reporting of Results,Dynamic Spreadsheet,Active,547,5,APPROVED,false,false,5 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=39,
39,Cannabinoid Potency {Protocol WS} Calculations and Reporting of Results,Dynamic Spreadsheet,Active,485,4,APPROVED,false,false,4 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=39,
39,Cannabinoid Potency {Protocol WS} Calculations and Reporting of Results,Dynamic Spreadsheet,Active,88,3,APPROVED,false,false,3 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=39,
39,Cannabinoid Potency {Protocol WS} Calculations and Reporting of Results,Dynamic Spreadsheet,Active,87,2,REJECTED,false,false,2 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=39,
39,Cannabinoid Potency {Protocol WS} Calculations and Reporting of Results,Dynamic Spreadsheet,Active,85,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=39,
37,Cannabinoid Potency {Protocol WS} HPLC Setup and Measurement,Dynamic Spreadsheet,Active,82,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 03/15/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=37,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
37,Cannabinoid Potency {Protocol WS} HPLC Setup and Measurement,Dynamic Spreadsheet,Active,81,1,DRAFT,false,false,1 - DRAFT,,DRAFT,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=37,
137,Cannabinoid Potency {Protocol WS} Preparation of Beverage Samples,Dynamic Spreadsheet,Active,623,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 06/23/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=137,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
137,Cannabinoid Potency {Protocol WS} Preparation of Beverage Samples,Dynamic Spreadsheet,Active,574,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=137,
139,Cannabinoid Potency {Protocol WS} Preparation of Beverage Samples Extraction,Dynamic Spreadsheet,Active,577,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 06/03/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=139,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
138,Cannabinoid Potency {Protocol WS} Preparation of Beverage Samples QuEChERS,Dynamic Spreadsheet,Active,576,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 06/03/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=138,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
145,Cannabinoid Potency {Protocol WS} Preparation of Concentrate Samples,Dynamic Spreadsheet,Active,609,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 06/23/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=145,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
147,Cannabinoid Potency {Protocol WS} Preparation of Concentrate Samples Filter,Dynamic Spreadsheet,Active,611,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 06/23/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=147,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
146,Cannabinoid Potency {Protocol WS} Preparation of Concentrate Samples Vortex/Sonicate,Dynamic Spreadsheet,Active,610,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 06/23/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=146,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
132,Cannabinoid Potency {Protocol WS} Preparation of Edible Samples,Dynamic Spreadsheet,Active,585,3,APPROVED,true,true,3 - APPROVED (ACTIVE),,APPROVED Active since 06/04/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=132,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
132,Cannabinoid Potency {Protocol WS} Preparation of Edible Samples,Dynamic Spreadsheet,Active,575,2,APPROVED,false,false,2 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=132,
132,Cannabinoid Potency {Protocol WS} Preparation of Edible Samples,Dynamic Spreadsheet,Active,568,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=132,
135,Cannabinoid Potency {Protocol WS} Preparation of Edible Samples Centrifuge,Dynamic Spreadsheet,Active,572,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 06/03/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=135,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
136,Cannabinoid Potency {Protocol WS} Preparation of Edible Samples Filter,Dynamic Spreadsheet,Active,573,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 06/03/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=136,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
134,Cannabinoid Potency {Protocol WS} Preparation of Edible Samples QuEChERS,Dynamic Spreadsheet,Active,571,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 06/03/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=134,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
