store_id,store_name,ordinal,path_json,path_occurrence,value_type,value,redaction_reason
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,22,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""CBGa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,23,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""CBGa"",""MU""]",1,number,6.7,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,24,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""CBGa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,26,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""CBN"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,27,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""CBN"",""MU""]",1,number,8.9,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,28,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""CBN"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,30,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Purity*"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,31,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Purity*"",""MU""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,32,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Purity*"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,34,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""THCV"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,35,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""THCV"",""MU""]",1,number,7.6,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,36,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""THCV"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,38,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""THCa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,39,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""THCa"",""MU""]",1,number,5.6,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,40,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""THCa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,42,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""keys"",""0""]",1,string,CBC|CBD|CBDa|CBG|CBGa|CBN|Purity*|THCV|THCa|Δ8-THC|Δ9-THC,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,44,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Δ8-THC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,45,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Δ8-THC"",""MU""]",1,number,12,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,46,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Δ8-THC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,48,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Δ9-THC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,49,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Δ9-THC"",""MU""]",1,number,14.7,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,50,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Concentrate"",""Original Concentration"",""Δ9-THC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,54,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,55,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBC"",""MU""]",1,number,2.5,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,56,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,58,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBD"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,59,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBD"",""MU""]",1,number,11.2,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,60,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBD"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,62,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBDa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,63,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBDa"",""MU""]",1,number,3.4,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,64,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBDa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,66,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBG"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,67,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBG"",""MU""]",1,number,7.3,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,68,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBG"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,70,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBGa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,71,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBGa"",""MU""]",1,number,6.7,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,72,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBGa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,74,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBN"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,75,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBN"",""MU""]",1,number,8.9,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,76,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""CBN"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,78,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Purity*"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,79,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Purity*"",""MU""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,80,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Purity*"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,82,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""THCV"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,83,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""THCV"",""MU""]",1,number,7.6,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,84,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""THCV"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,86,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""THCa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,87,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""THCa"",""MU""]",1,number,5.6,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,88,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""THCa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,90,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""keys"",""0""]",1,string,CBC|CBD|CBDa|CBG|CBGa|CBN|Purity*|THCV|THCa|Δ8-THC|Δ9-THC,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,92,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Δ8-THC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,93,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Δ8-THC"",""MU""]",1,number,12,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,94,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Δ8-THC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,96,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Δ9-THC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,97,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Δ9-THC"",""MU""]",1,number,14.7,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,98,"[""MN OCM Cannabis"",""Cannabis or Hemp Flower for Smoking"",""Original Concentration"",""Δ9-THC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,102,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,103,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBC"",""MU""]",1,number,2.5,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,104,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,106,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBD"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,107,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBD"",""MU""]",1,number,11.2,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,108,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBD"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,110,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBDa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,111,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBDa"",""MU""]",1,number,3.4,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,112,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBDa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,114,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBG"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,115,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBG"",""MU""]",1,number,7.3,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,116,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBG"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,118,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBGa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,119,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBGa"",""MU""]",1,number,6.7,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,120,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBGa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,122,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBN"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,123,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBN"",""MU""]",1,number,8.9,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,124,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""CBN"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,126,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Purity*"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,127,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Purity*"",""MU""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,128,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Purity*"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,130,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""THCV"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,131,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""THCV"",""MU""]",1,number,7.6,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,132,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""THCV"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,134,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""THCa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,135,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""THCa"",""MU""]",1,number,5.6,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,136,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""THCa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,138,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""keys"",""0""]",1,string,CBC|CBD|CBDa|CBG|CBGa|CBN|Purity*|THCV|THCa|Δ8-THC|Δ9-THC,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,140,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Δ8-THC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,141,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Δ8-THC"",""MU""]",1,number,12,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,142,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Δ8-THC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,144,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Δ9-THC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,145,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Δ9-THC"",""MU""]",1,number,14.7,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,146,"[""MN OCM Cannabis"",""Cannabis or Hemp Infused Flower"",""Original Concentration"",""Δ9-THC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,150,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBC"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,151,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBC"",""MU""]",1,number,10.1,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,152,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBC"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,154,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBD"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,155,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBD"",""MU""]",1,number,10.7,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,156,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBD"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,158,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBDa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,159,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBDa"",""MU""]",1,number,17.4,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,160,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBDa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,162,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBG"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,163,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBG"",""MU""]",1,number,4.8,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,164,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBG"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,166,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBGa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,167,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBGa"",""MU""]",1,number,9.5,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,168,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBGa"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,170,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBN"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,171,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBN"",""MU""]",1,number,5,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,172,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""CBN"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,174,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""Purity*"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,175,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""Purity*"",""MU""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,176,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""Purity*"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,178,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""THCV"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,179,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""THCV"",""MU""]",1,number,5.8,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,180,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""THCV"",""Pass/Fail Limit""]",1,string,,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,182,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""THCa"",""LOQ""]",1,number,0.001,
55a33596-fde6-44ed-8b21-c568e0c9b259,Cannabinoid Potency,183,"[""MN OCM Cannabis"",""Cannabis or Hemp Liquid Edible"",""Original Concentration"",""THCa"",""MU""]",1,number,9.1,
