equipment_id,internal_code,equipment_type,status,active_state,status_is_in_service,general_lab_location,schedule_types,resource_group_ids,calibration_configuration_state,maintenance_configuration_state,calibration_interval,maintenance_interval,required_assignment_behavior,availability_behavior
29,MS04,Digital Stir Plate,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[8],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
88,MS201,Digital Stir Plate,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[8],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
89,MS202,Digital Stir Plate,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[8],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
98,MS203,Digital Stir Plate,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
30,P201,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 10 uL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
31,P202,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 100 uL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
32,P203,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 250 uL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
33,P204,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 1 mL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
34,P205,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 10 uL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
35,P206,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 100 uL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
36,P207,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 250 uL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
37,P208,Microman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 1 mL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
38,P209,Pipetman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 10 uL","[10,11]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
39,P210,Pipetman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 100 uL","[10,11]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
40,P211,Pipetman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 200 uL","[10,11]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
41,P212,Pipetman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 1 mL","[10,11]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
42,P213,Pipetman,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 10 mL","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
43,P214,Repeater,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Repeat Pipette Verifications","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
44,P215,Repeater,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Repeat Pipette Verifications","[5,6,7,8,9]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
81,P216,Micro Pipette,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Verifications | 10 uL, Pipette Autoclave",[10],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
82,P217,Multi-Channel Pipette,IN SERVICE,not_exposed,true,AIT MN,"Calibration, Pipette Autoclave, Multichannel Pipette Verifications | 10 µL",[10],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
45,PCR201,Gene-Up,IN SERVICE,not_exposed,true,AIT MN,"Manufacturer Preventative Maintenence, Gene Up Self-Test",[10],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
95,PD201,Flexi Pump,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,"[10,11]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
46,PF201,Serological Pipette Filler,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,"[10,11]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
99,PLD201,Photolysis Device,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[10],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
47,PPM201,Multi-Tube Manifold,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,"[6,8]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
83,PS201,Plate Spinner,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[10],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
48,R201,Single Door Refrigerator,IN SERVICE,not_exposed,true,AIT MN,Temperature & Humidity Verification,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
49,R202,Double Door Refrigerator,IN SERVICE,not_exposed,true,AIT MN,Temperature & Humidity Verification,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
84,R203,Single Door Refrigerator,IN SERVICE,not_exposed,true,AIT MN,Temperature & Humidity Verification,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
100,RM201,Fixed Speed Rotating Mixer,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[10],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
50,S201,Ultrasonic Bath,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[8],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
106,S202,Ultrasonic Bath,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
105,SG201,Commercial Spice Grinder,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
51,T201,Thermometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Incubator Temperature | 36C, Incubator Temperature | 42C",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
52,T202,Thermometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Cold Storage Temperature | -20C, Cold Storage Temperature | 4C",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
53,T203,Thermometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Cold Storage Temperature | 4C, Incubator Temperature | 36C",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
54,T204,Thermometer & Hygrometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Environmental Conditions | Instrument Room",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
55,T205,Thermometer & Hygrometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Environmental Conditions | Sample Prep",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
56,T206,Thermometer & Hygrometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Environmental Conditions | Microbial Room",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
57,T207,Thermometer & Hygrometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Environmental Conditions | Sample Prep",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
87,T208,Thermometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Cold Storage Temperature | -20C",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
90,T209,Thermometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Cold Storage Temperature | 4C",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
92,T210,Thermometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Cold Storage Temperature | -70C",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
93,T211,Thermometer,IN SERVICE,not_exposed,true,AIT MN,"Environmental Condition Assessment, Incubator Temperature | 25C",[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
107,Test Equipment,jkljklj,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required Cold Storage Temperature | -70C,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
58,UPS201,Universal Power Supply Unit,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
59,UPS202,Universal Power Supply Unit,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
60,UPS203,Universal Power Supply Unit,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
61,UPS204,Universal Power Supply Unit,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
62,V201,Multi-Tube Vortexer,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,"[6,8]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
63,V202,Multi-Tube Vortexer,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,"[6,8]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
64,V203,Single-Tube Vortexer,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[11],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
65,V204,Single-Tube Vortexer,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,"[6,8]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
66,V205,Single-Tube Vortexer,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,"[10,11]",schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
85,V206,Advanced Vortex Mixer,IN SERVICE,not_exposed,true,AIT MN,No Maintenance Required,[10],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
67,WA201,Water Activity Meter,IN SERVICE,not_exposed,true,AIT MN,Calibration,[3],schedule_name_visible,schedule_name_visible,resolve_by_schedule_definition,resolve_by_schedule_definition,not_exposed,not_exposed
